Index,Sentence,New_Tokens,True_Label,Predicted_Label,True_Targets,Predicted_Targets,True_Words,Predicted_Words
556,anyone else having a hard time discerning trolls from serious people the left has gone so retard it hard to tell,"### Classification:
 offensive 

### Target Communities:
 Other 

### Explanation:
 this sentence is offensive because it contains insult and negative expression against Other through words 'retard'.",2,2,['None'],['Other'],['retard'],['retard']
557,yep the us census bureau officially classifies arabs and jews as white,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",2,1,['Jewish'],['none'],['arabs and jews'],[]
558,is totally not racist tucka carlson doing a special from vegas on the loose ends hmm hmm <number> tattoo on paddocks neck hmm jesus the beaner campos,"### Classification:
 hate speech 

### Target Communities:
 Hispanic 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Hispanic through words 'beaner'.",2,0,['Hispanic'],['Hispanic'],['beaner'],['beaner']
559,<user> <user> <user> do not disrespect yakima we the hillbilly version of tacoma,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
560,<user> <user> <user> unfortunately i have witnessed christianity expressed as totalitarian and dogmatic and frankly repulsive as islam by refugees but they are in the minority in the current refugee influx that could change though,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
561,<user> even if you are a prostitute you can still be raped she fucking nuts,"### Classification:
 offensive 

### Target Communities:
 Women 

### Explanation:
 this sentence is offensive because it contains insult and negative expression against Women through words 'raped'.",1,2,['None'],['Women'],[],['raped']
562,<user> feminazi macumbeira kk,"### Classification:
 offensive 

### Target Communities:
 Women 

### Explanation:
 this sentence is offensive because it contains insult and negative expression against Women through words 'feminazi'.",1,2,['Women'],['Women'],[],['feminazi']
563,america n all of western civilization needs to take lessons from poland hungary n the czech republic n get every refugee n jehadists islamic muslim out of our countries,"### Classification:
 hate speech 

### Target Communities:
 Islam 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Islam through words 'jehadists islamic muslim'.",0,0,"['Islam', 'Refugee']",['Islam'],['refugee n jehadists islamic muslim out of our countries'],['jehadists islamic muslim']
564,i have jew relations but they are not friends zero jew friends i was raised in the south and i always point out how their retard politics made it very hard for a right wing mischling kid with a military dad raised in the south,"### Classification:
 offensive 

### Target Communities:
 Jewish 

### Explanation:
 this sentence is offensive because it contains insult and negative expression against Jewish through words 'retard'.",2,2,['Jewish'],['Jewish'],"['retard politics', 'mischling']",['retard']
565,<number> we all know how fear and security take over common sense civility objectivity trump seems to be afraid of everyone women democrats immigrants homeless people in turn they fear him to the point where threat of civil war or being executed for treason are believable,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
566,considering your low negro iq you basically gather dust in that empty gorilla skull speaking of wasted taxpayer dollars how is rutgers treating you are they still pretending you are a human what a wacky experiment,"### Classification:
 hate speech 

### Target Communities:
 African 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against African through words 'negro'.",0,0,['African'],['African'],"['low negro iq', 'empty gorilla skull', 'pretending you are a human']",['negro']
567,<user> <user> <user> <user> <user> <user> <user> <user> poland has really taken a very brave decision against muslim refugee congress party tukre tukre gang nd mamta didi must learn from this video,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,"['None', 'Other']",['none'],[],[]
568,<user> yeah because white people have to deal with mobs of hyper violent shitskins,"### Classification:
 hate speech 

### Target Communities:
 African 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against African through words 'shitskins'.",0,0,['African'],['African'],['hyper violent shitskins'],['shitskins']
569,hey gabbers how can one get a channel for the donald made we have twitter refugees coming and most are fans of the potus like me,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['Other'],['none'],[],[]
570,t there are many more murders and violent felonies committed than we ever hear much about those we hear of are what is selected by the kike controlled media to further their narratives those they deep six are more mundane but equally deadly often stemming from deep ghetto nihilism,"### Classification:
 hate speech 

### Target Communities:
 Jewish 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Jewish through words 'kike'.",0,0,"['African', 'Jewish']",['Jewish'],"['kike', 'deep ghetto']",['kike']
571,america has slowly begun to acknowledge yeah only after decades of kike brainwashing they always leave that essential element unmentioned,"### Classification:
 hate speech 

### Target Communities:
 Jewish 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Jewish through words 'kike'.",0,0,['Jewish'],['Jewish'],['kike brainwashing'],['kike']
572,that high verbal iq did not help that one heeb it would seem that basic bitch knowledge,"### Classification:
 hate speech 

### Target Communities:
 Jewish 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Jewish through words 'heeb'.",2,0,['Jewish'],['Jewish'],['heeb'],['heeb']
573,no democrats do not want them to assimilate as proven by their actions after the civil war right up to today where they make sure blacks are in ghettos like chicago and no where near them does obama live in the a black hood did not think so,"### Classification:
 offensive 

### Target Communities:
 African 

### Explanation:
 this sentence is offensive because it contains insult and negative expression against African through words 'blacks are in ghettos like chicago'.",2,2,['African'],['African'],['blacks are in ghettos'],['blacks are in ghettos like chicago']
574,tranny bathrooms moslem edition,"### Classification:
 hate speech 

### Target Communities:
 Islam 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Islam through words 'moslem'.",0,0,"['Islam', 'Other']",['Islam'],"['tranny', 'moslem']",['moslem']
575,check out the mussie bitch walking by on the phone what she doing reporting the carnage back to obama,"### Classification:
 hate speech 

### Target Communities:
 Islam 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Islam through words 'mussie bitch'.",0,0,"['Women', 'Islam']",['Islam'],['mussie bitch'],['mussie bitch']
576,the chief is the problem bull dyke liberal she is allowing violence and must be removed,"### Classification:
 hate speech 

### Target Communities:
 Homosexual 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Homosexual through words 'bull dyke'.",2,0,['Homosexual'],['Homosexual'],['bull dyke'],['bull dyke']
577,can i say nigger on gab ai,"### Classification:
 offensive 

### Target Communities:
 African 

### Explanation:
 this sentence is offensive because it contains insult and negative expression against African through words 'nigger'.",0,2,['African'],['African'],['nigger'],['nigger']
578,fuck allah that wanna beef shit nigga lets make a mill 💰,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",0,1,['Islam'],['none'],"['fuck allah', 'nigga']",[]
579,dont kid yourself you look like a cross dressing faggot himey boy now take a hike kike,"### Classification:
 hate speech 

### Target Communities:
 Jewish, Homosexual 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Jewish and Homosexual through words 'faggot' and 'kike'.",0,0,['Jewish'],"['Jewish', 'Homosexual']","['faggot', 'kike']","['faggot', 'kike']"
580,<user> the police snapper is aiming to kill all protestors or make them permanently blind 😡,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
581,told dat bitch get right or get left,"### Classification:
 offensive 

### Target Communities:
 Women 

### Explanation:
 this sentence is offensive because it contains insult and negative expression against Women through words 'bitch'.",2,2,['Women'],['Women'],['bitch'],['bitch']
582,<user> lol pelicans are retarded,"### Classification:
 offensive 

### Target Communities:
 None 

### Explanation:
 this sentence is offensive because it contains insult and negative expression through words 'retarded'.",1,2,['None'],['none'],[],['retarded']
583,niggerchomp isnt a chink she a white american dog 😡,"### Classification:
 hate speech 

### Target Communities:
 African 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against African through words 'niggerchomp' and 'chink'.",0,0,['African'],['African'],"['niggerchomp', 'chink']","['niggerchomp', 'chink']"
584,<user> are you a fucking retard,"### Classification:
 offensive 

### Target Communities:
 None 

### Explanation:
 this sentence is offensive because it contains insult and negative expression through words 'fucking retard'.",2,2,['Other'],['none'],['retard'],['fucking retard']
585,the terror attack in las vegas is only the beginning if you stupid americans refuse to wake up and take action america will look like sweden in a very short time if you do not elect good people into office and protest radical islam,"### Classification:
 hate speech 

### Target Communities:
 Islam 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Islam through words 'radical islam'.",2,0,['Islam'],['Islam'],"['stupid americans', 'protest radical islam']",['radical islam']
586,<user> <user> calling something gay has nothing to do with power this has no logic,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['Homosexual'],['none'],[],[]
587,sweden is why it is the height of stupidity to put women in charge of a country,"### Classification:
 offensive 

### Target Communities:
 Women 

### Explanation:
 this sentence is offensive because it contains insult and negative expression against Women through words 'height of stupidity to put women in charge of a country'.",2,2,['Women'],['Women'],['put women in charge of a country'],['height of stupidity to put women in charge of a country']
588,i do not want to hear about systemic racism and power privilege from asians and kikes since they are statistically wealthier than us shut the fuck up,"### Classification:
 hate speech 

### Target Communities:
 Asian, Jewish 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Asian and Jewish through words 'kikes'.",0,0,"['Asian', 'Jewish']","['Asian', 'Jewish']",['kikes'],['kikes']
589,<user> yeah can not really pretend you are not a bigot when your both sides are bad poem does not say shit about the rise in white supremacist violence and hate crimes but goes out of its way to paint outrage and accusations of false racism as the real problem,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
590,diversity means getting shot by blacks raped by mexicans blown up by arabs and shitty customer service from indians,"### Classification:
 hate speech 

### Target Communities:
 African, Arab, Hispanic 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against African, Arab and Hispanic through words 'blacks raped by mexicans blown up by arabs and shitty customer service from indians'.",0,0,"['African', 'Arab', 'Hispanic']","['African', 'Arab', 'Hispanic']","['shot by blacks raped by mexicans blown up by arabs', 'shitty customer service from indians']",['blacks raped by mexicans blown up by arabs and shitty customer service from indians']
591,whoever is free they can trend for <user> use the tagline bhuladungawithsid bhuladungawithsid,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
592,<user> ‍ i had to give you a o for this line and imagine a homosexual like lemon railing about someone undermining the values and traditions of our society how many layers of subversion are you on my dude ‍,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",2,1,['Homosexual'],['none'],['homosexual'],[]
593,yo what are my muslim followers going through rn your tweets got me feeling hurt too lmao,"### Classification:
 normal 

### Target Communities:
 Islam 

### Explanation:
 None",1,1,['Islam'],['Islam'],[],[]
594,how yall niggas find out she was cheating lmaoo,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",2,1,['African'],['none'],['niggas'],[]
595,you just compared east asians to sandniggers,"### Classification:
 hate speech 

### Target Communities:
 Asian 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Asian through words 'east asians to sandniggers'.",0,0,['Asian'],['Asian'],['sandniggers'],['east asians to sandniggers']
596,nobody wants to be near your disgusting paki butthole trust me maybe shit obsessed bugmen tho,"### Classification:
 hate speech 

### Target Communities:
  

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language through words 'paki'.",0,0,['Other'],[''],['paki butthole'],['paki']
597,never try to prove yourself to anyone if they want to hate you they will just enjoy it,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
598,<user> exactly right every time i hear these fools saying radical islam i want to scream no you imbecile it is islam period these are faithful muslims that are becoming terrorists damn the world better wake up fast,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",2,1,['Islam'],['none'],"['it is islam period', 'becoming terrorists']",[]
599,i just overheard my girlfriend telling her sister that she taking her retarded boyfriend to the pub tonight i can not believe she cheating on me,"### Classification:
 offensive 

### Target Communities:
 None 

### Explanation:
 this sentence is offensive because it contains insult and negative expression through words 'retarded'.",2,2,['None'],['none'],['retarded'],['retarded']
600,i remember that but did not know he was a kike,"### Classification:
 hate speech 

### Target Communities:
 Jewish 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Jewish through words 'kike'.",0,0,['Jewish'],['Jewish'],['kike'],['kike']
601,imagine if we had like pastries instead of genitalia like bro put your chocolate bar into my glazed cake no homo tho,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
602,this is a win for maga do u think people realize these non profits are a back door to supporting immigrants plus all the federal so they get welfare non profit grant money taxpayers this is a racket that is on a scale of the clintonfoundation where are investigative reporters,"### Classification:
 normal 

### Target Communities:
 Refugee 

### Explanation:
 None",1,1,['Refugee'],['Refugee'],[],[]
603,<user> but also get ready for my dyke fits sweethart 🥰,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",2,1,"['Homosexual', 'Women']",['none'],['dyke'],[]
604,<user> damn he actually retarded,"### Classification:
 offensive 

### Target Communities:
 None 

### Explanation:
 this sentence is offensive because it contains insult and negative expression through words 'retarded'.",2,2,['None'],['none'],['retarded'],['retarded']
605,roseanne barr courteney cox and david arquette all say they knew about louis ck sexual harassment and gawker actually published a story about his actions in <number> but it was ignored at the time as per reporting on fox once again hollywood knew,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
606,this country was built on immigration but those immigrants had to go through the process no one should be exempt from said process my uncle worked his ass off to become a legal citizen and just letting anyone in shits all over his hard work and everyone else end rant,"### Classification:
 normal 

### Target Communities:
 Refugee 

### Explanation:
 None",2,1,['Refugee'],['Refugee'],"['ass off', 'shits']",[]
607,<user> a born again muslim is that like new socialism,"### Classification:
 normal 

### Target Communities:
 Islam 

### Explanation:
 None",2,1,['Islam'],['Islam'],['muslim'],[]
608,<user> i will have my friend post lol the thought is there was no impeachment while he muslim banned locked up children still is separates families made fun of you name it enticed riots murders hid them jamal khashoggi and now he went after a rich white mans son truth 😔,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
609,if it makes kicking arabs and the blickety blecks out easier than i am all for it,"### Classification:
 hate speech 

### Target Communities:
 Arab 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Arab through words 'arabs' and 'blickety blecks'.",0,0,"['African', 'Arab']",['Arab'],"['kicking arabs', 'blickety blecks']","['arabs', 'blickety blecks']"
610,the bible warns us that whoever guards his mouth preserves his life he who opens wide his lips comes to ruin proverbs <number> <number>,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
611,monkey just will not admit he a fascist moslem whore mouth piece you are ilk have limited time in europe perhaps you should seek an alternative now,"### Classification:
 hate speech 

### Target Communities:
 Islam 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Islam through words 'fascist moslem whore'.",0,0,['Islam'],['Islam'],['fascist moslem whore'],['fascist moslem whore']
612,upgrade a bitch from catfish to salmon,"### Classification:
 offensive 

### Target Communities:
 Women 

### Explanation:
 this sentence is offensive because it contains insult and negative expression against Women through words 'bitch'.",1,2,['None'],['Women'],[],['bitch']
613,i think when people say black community or hispanic community it really means ghetto i notice no matter what race all ghetto people have the same character traits and ignorant attitude they are all violent and easily lead the media is pandering to their ignorance,"### Classification:
 hate speech 

### Target Communities:
 African, Hispanic 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against African and Hispanic through words 'ghetto' and 'ghetto'.",2,0,"['African', 'Hispanic']","['African', 'Hispanic']","['ghetto', 'ignorant attitude', 'violent', 'easily lead']","['ghetto', 'ghetto']"
614,<user> it not men fault you want to kill yourself more days than not i just want to make that clear,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
615,<user> at least a good percent don ’ t like it because “ ew it ’ like a cowboy movie ” yeah u fuckin retard that ’ the whole point,"### Classification:
 offensive 

### Target Communities:
 None 

### Explanation:
 this sentence is offensive because it contains insult and negative expression through words 'retard'.",2,2,['None'],['none'],['retard'],['retard']
616,every tarantino film at this point is him making black revenge porn to atone for his dead nigger dropoff line from pulp fiction i hope he cuts it out at some point and makes real movies again,"### Classification:
 hate speech 

### Target Communities:
 African 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against African through words 'nigger'.",2,0,['African'],['African'],['dead nigger dropoff'],['nigger']
617,based on that comment i d say it a trap with a belly full of schwartze semen,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",0,1,['African'],['none'],['schwartze semen'],[]
618,i am the reaction to the shitskin invasion,"### Classification:
 hate speech 

### Target Communities:
 African 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against African through words 'shitskin'.",1,0,"['Arab', 'Asian']",['African'],[],['shitskin']
619,naz shah mp is a vile labour pakistani who also ticked a comment telling white children raped by paki filth to keep their mouths shut for diversity diversity has <number> yr left,"### Classification:
 hate speech 

### Target Communities:
  

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language through words 'paki filth'.",2,0,[],[''],['raped by paki filth'],['paki filth']
620,i hope you all are aware that i will definitely keep watching queer eye for the serotonin and faggotry right,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
621,<user> sustain no i have that handled nothing wrong with trying to give your family a stream of income fix your tie before you speak about my family faggot,"### Classification:
 offensive 

### Target Communities:
 Homosexual 

### Explanation:
 this sentence is offensive because it contains insult and negative expression against Homosexual through words 'faggot'.",1,2,['None'],['Homosexual'],[],['faggot']
622,unspeakable crimes to christians women and girls especially,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",2,1,['None'],['none'],['crimes to christians'],[]
623,thousands of children in your glasgow constituency are being raped by muslim and gypsy grooming gangs do you have anything to say to them ms sturgeon,"### Classification:
 offensive 

### Target Communities:
 Islam 

### Explanation:
 this sentence is offensive because it contains insult and negative expression against Islam through words 'raped by muslim and gypsy grooming gangs'.",0,2,['Islam'],['Islam'],['raped by muslim and gypsy grooming gangs'],['raped by muslim and gypsy grooming gangs']
624,<user> a son good swede name running in minnesota versus a radical towelhead bet your farm,"### Classification:
 hate speech 

### Target Communities:
 Arab 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Arab through words 'radical towelhead'.",2,0,['Arab'],['Arab'],['radical towelhead'],['radical towelhead']
625,how can you let someone like that go through so much pain i hate you <user> omg rot,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",2,1,['None'],['none'],"['i hate you', 'rot']",[]
626,im a sensitive bitch who takes shit too seriously,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
627,that why they call it germoney those fuckin muslim faggots,"### Classification:
 hate speech 

### Target Communities:
 Islam, Homosexual 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Islam and Homosexual through words 'fuckin muslim faggots'.",0,0,"['Islam', 'Homosexual']","['Islam', 'Homosexual']",['fuckin muslim faggots'],['fuckin muslim faggots']
628,<user> that exactly what his nigger ass did 😂,"### Classification:
 offensive 

### Target Communities:
 African 

### Explanation:
 this sentence is offensive because it contains insult and negative expression against African through words 'nigger'.",0,2,['African'],['African'],['nigger'],['nigger']
629,sheriff clark thinks the ghetto can be fixed i think i know more about n ggers than he does send them all back to africa that the fix,"### Classification:
 hate speech 

### Target Communities:
 African 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against African through words 'send them all back to africa'.",0,0,['African'],['African'],['n ggers'],['send them all back to africa']
630,so do all women if the media teaches them to be whores,"### Classification:
 offensive 

### Target Communities:
 Women 

### Explanation:
 this sentence is offensive because it contains insult and negative expression against Women through words 'whores'.",2,2,['Women'],['Women'],['whores'],['whores']
631,ha well it was obviously a dick move on the guy part but the uk funds antiwhite hate speech and of course mass immigration is a massive nativehobic antiwhite hate crime that unlike this tasteless joke will actually result in violence against jewish people,"### Classification:
 hate speech 

### Target Communities:
 Jewish 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Jewish through words 'antiwhite hate speech' and 'mass immigration is a massive nativehobic antiwhite hate crime'.",1,0,['Refugee'],['Jewish'],[],"['antiwhite hate speech', 'mass immigration is a massive nativehobic antiwhite hate crime']"
632,i mean i am all for promoting and educating on abortions specifically in immigrant heavy communities but hysterectomy that going a little too far,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",2,1,['Refugee'],['none'],['immigrant'],[]
633,i guess the nigger wasn t around to pez her so she wised up and jumped,"### Classification:
 hate speech 

### Target Communities:
 African 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against African through words 'nigger'.",0,0,['African'],['African'],['nigger'],['nigger']
634,he has to be retarded to keep coming around every day for this kind of punishment 😂,"### Classification:
 offensive 

### Target Communities:
 None 

### Explanation:
 this sentence is offensive because it contains insult and negative expression through words 'retarded'.",2,2,['Other'],['none'],['retarded'],['retarded']
635,did you know muzzie dont pay taxes or interest,"### Classification:
 hate speech 

### Target Communities:
 Islam 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Islam through words 'muzzie'.",0,0,['Islam'],['Islam'],['muzzie'],['muzzie']
636,<user> <user> man you are retarded,"### Classification:
 offensive 

### Target Communities:
 None 

### Explanation:
 this sentence is offensive because it contains insult and negative expression through words 'retarded'.",2,2,['Other'],['none'],['retarded'],['retarded']
637,of couse the jewish qb gets traded to miami,"### Classification:
 normal 

### Target Communities:
 Jewish 

### Explanation:
 None",1,1,['None'],['Jewish'],[],[]
638,<user> <user> <user> <user> alan do you white knight like this all the time because it will not get you laid just force yourself onto her like all you male feminazis do,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",0,1,['Women'],['none'],['feminazis'],[]
639,<user> <user> nathuram godse was a hindutva terrorist hindutva terrorist orchestrated the gujrat riots and killed men and women and children and raped the women hitler was a christian terrorist the bomb atomic bomb dropped in japan was by a christian many more examples,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
640,<user> <user> almost two years after the election things are becoming worst just as mentioned in your report sexual violence cases have increased babies are being raped you might want to do a follow up report,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
641,<user> the logic is insane to me there ’ literally white dominicans that are racist to black dominicans lmao,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
642,more telling was the photo on the bridge with all but one person desperately trying to help the one that did not was a muslim walking past talking on the phone did not even care,"### Classification:
 normal 

### Target Communities:
 Islam 

### Explanation:
 None",2,1,['Islam'],['Islam'],['muslim'],[]
643,ay i am <number> <number> italian bucko i can make meatballs and stromboli with the best of em but i am blonde and green eyes because the arabs did not invade my part of italy above rome,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['Arab'],['none'],[],[]
644,q what do you get when you cross a nigger with a mexican a somebody that too lazy to steal <user>,"### Classification:
 hate speech 

### Target Communities:
 African 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against African through words 'nigger'.",0,0,['African'],['African'],"['cross a nigger', 'a mexican', 'somebody that too lazy to steal']",['nigger']
645,does that fucking niggerfaggot of barry soetoro has nothing better to do than sabotage the efforts to save the west,"### Classification:
 hate speech 

### Target Communities:
 African, Homosexual 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against African and Homosexual through words 'niggerfaggot'.",0,0,"['African', 'Homosexual']","['African', 'Homosexual']",['niggerfaggot'],['niggerfaggot']
646,<user> i have seen many claimants to his syncophancy but no real evidence that they are actual human beings that goes treble for his admittedly queer followers if only there were one twentieth of this vehemence directed at milo and at his fag enabling followers if only,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",0,1,['Homosexual'],['none'],['fag enabling'],[]
647,<user> <user> <user> it a muslim immigrant man in europe this is not a white scandinavian woman thanks for your help though massive,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
648,an afghani immigrant once told me that in afghanistan we do not believe in fences while our conversation was about livestock guardian dogs it now occurs to me what this really means is that there no belief in protection of persons or property,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,[],['none'],[],[]
649,really saddam kept that shit hole from completely imploding bolton is a goon moron and the rest of the bush administration had no clue what was going on over there on the ground bolton enabled neocons with his retarded cowboy attitude even if you actually believe he wasn t one himself,"### Classification:
 offensive 

### Target Communities:
 None 

### Explanation:
 this sentence is offensive because it contains insult and negative expression through words 'retarded cowboy'.",2,2,['Other'],['none'],"['shit hole from completely imploding', 'goon moron', 'neocons with his']",['retarded cowboy']
650,defending sand niggers top kek,"### Classification:
 hate speech 

### Target Communities:
 Arab 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Arab through words 'sand niggers'.",0,0,"['Arab', 'Islam']",['Arab'],['sand niggers'],['sand niggers']
651,it so they can not run away when you chase them with a baseball bat lmao they trip on their pants they wonder why they end up in the slammer they look like retarded jerk offs,"### Classification:
 offensive 

### Target Communities:
 None 

### Explanation:
 this sentence is offensive because it contains insult and negative expression through words 'retarded'.",0,2,['African'],['none'],"['it so they can not run away when you chase them with a baseball bat', 'they trip on their pants they wonder why they end up in the slammer']",['retarded']
652,gab day i think it a great day to get the word out to all of our friends family coworkers and fellow countryman about where to find a real uncensored free speech community to replace that globalist internet spying ghetto called twitter let make today gabday,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
653,the jews want to use the muslims as an army to wipeout us and then they will wipe out most of the muslims,"### Classification:
 hate speech 

### Target Communities:
 Islam 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Islam through words 'jews want to use the muslims as an army to wipeout us'.",0,0,"['Islam', 'Jewish']",['Islam'],"['jews', 'muslims as an army to wipeout us', 'wipe out most of the muslims']",['jews want to use the muslims as an army to wipeout us']
654,just when i thought i had to reign in my homosexuality as summer is over this album has come along to provide salvation and to that i say boo bitch,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
655,unfortunately the japs reserve most of their xenophobic hatred for chinese and koreans most of whom have lived in japan for generations and are physically and culturally indistinguishable from japanese the jap govt is now quietly importing large numbers of migrants from muzzie countries,"### Classification:
 hate speech 

### Target Communities:
 Asian, Islam 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Asian and Islam through words 'muzzie'.",0,0,['Islam'],"['Asian', 'Islam']",['muzzie'],['muzzie']
656,it beautiful how long before the london police arrested him for saying mean things to muslims and issued an official apology to the pakis for the mean words,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",2,1,[],['none'],"['muslims', 'pakis']",[]
657,<user> <user> there ’ a lot of blatant racism and pure ignorance in this thread the ghetto,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
658,<user> just rent an illegal alien to translate,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",2,1,['Refugee'],['none'],['rent an illegal alien'],[]
659,brittany mocha mistake venti is a nigger you love a nigger sow and will side with it over your fellow whites huh did i enter an alternate universe or something here i thought you loved your race and hated the shitskins yet here you are stating the opposite,"### Classification:
 hate speech 

### Target Communities:
 African 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against African through words 'nigger' and 'nigger sow'.",0,0,['African'],['African'],"['nigger', 'nigger sow', 'shitskins']","['nigger', 'nigger sow']"
660,<user> you will be killed one day by our muslims inshaallah,"### Classification:
 hate speech 

### Target Communities:
 Islam 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Islam through words 'muslims'.",0,0,['Islam'],['Islam'],['killed one day by our muslims'],['muslims']
